	D17p7_A2_nuc	D17p7_B7_nuc	D17p7_B8_cyto	D17p7_A3_cyto	D17p7_B9_memb	D17p7_A4_memb	D17p7_B10_insol	D17p7_A5_insol	R2-total-depl	R1-total-depl
FBgn0036799	0	0	0	0	0	0	0	0	0	0
FBgn0036801	20.78284556	19.27742522	38.56795116	40.2978415	27.07675387	34.70129121	19.44819806	13.90219574	20.22622501	20.22622501
FBgn0036804	155.8713417	201.6715254	874.2068929	869.5850009	454.1907101	501.0527901	148.1055083	165.2816605	212.3753626	212.3753626
FBgn0036805	526.4987542	428.5519914	1590.468843	1586.462392	1002.713337	907.3118091	1183.348051	1234.206044	1120.147604	1120.147604
FBgn0036806	10.39142278	11.8630309	14.69255282	29.69314637	17.46887346	22.00569686	17.20417521	13.12985153	5.77892143	5.77892143
FBgn0036807	0	0	0	2.120939026	0	0	0	0	0	0
FBgn0036808	1.731903797	1.482878863	0	0	0	0	0	0	0	0
FBgn0036809	12.12332658	5.931515452	29.38510565	21.20939026	26.2033102	31.31579938	31.41631995	36.30017776	22.15253215	22.15253215
FBgn0036810	0	0	0	0	0	0	0	0	0	0
FBgn0036811	102.182324	140.873492	545.4610235	551.4441469	222.7281367	219.2105957	223.6542777	241.743737	245.122584	245.122584
FBgn0036812	161.0670531	173.496827	115.7038535	106.0469513	156.3464175	77.86631198	145.1134778	143.6560226	118.9494661	118.9494661
FBgn0036813	264.9812809	265.4353165	1015.622714	1217.419001	614.904346	716.031521	500.4170963	524.4217171	483.9846698	483.9846698
FBgn0036814	1617.598146	1862.495852	448.1228611	411.4621711	805.3150667	748.1936934	1894.703296	1950.169125	971.3403771	971.3403771
FBgn0036815	630.412982	613.9118493	2828.316418	2835.695478	1928.563631	1957.660648	847.4926309	813.2784508	1165.897399	1165.897399
FBgn0036816	4298.585223	4002.290051	999.0935919	1113.492989	1229.808692	1107.9022	1525.187533	1354.69174	2507.570324	2507.570324
FBgn0036817	0	0	0	0	0	0	0	0	0	0
FBgn0036818	88.32709363	59.31515452	42.24108936	82.71662203	66.38171917	45.70413964	59.0926018	74.14504394	58.27079109	58.27079109
FBgn0036819	45.02949871	50.41788134	154.2718046	195.1263904	146.7385371	106.6429925	88.2648989	75.68973236	106.4284697	106.4284697
FBgn0036820	51.9571139	38.55485044	308.5436093	303.2942808	157.2198612	172.6600831	138.3814093	122.802729	118.9494661	118.9494661
FBgn0036821	642.5363086	766.6483722	460.9788448	407.2202931	507.4707742	413.0300027	950.7176822	845.7169075	758.001861	758.001861
FBgn0036822	0	1.482878863	1.836569103	2.120939026	0.873443673	0	0	0.772344208	0.963153572	0.963153572
FBgn0036824	278.8365113	372.2025946	868.6971856	1003.20416	786.0993059	925.0856412	798.1241282	783.9293709	532.1423484	532.1423484
FBgn0036825	4026.676327	4260.310973	49581.85607	53922.75381	21276.21444	24565.97506	5992.289026	5420.31165	9814.053319	9814.053319
FBgn0036826	126.4289772	117.1474302	161.618081	237.545171	138.877544	130.3414353	228.1423234	234.0202949	209.9674786	209.9674786
FBgn0036827	335.9893366	370.7197157	402.2086335	388.1318418	454.1907101	325.8535882	496.6770582	509.7471771	438.7164519	438.7164519
FBgn0036828	1820.23089	1610.406445	1197.443055	1032.897306	1919.829194	2003.364788	3141.631995	3110.230125	2737.764028	2737.764028
FBgn0036829	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0036830	1.731903797	0	0	0	0.873443673	0	0	0	0.963153572	0.963153572
FBgn0036831	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0036832	1.731903797	1.482878863	0	0	0	0	0	0	0	0
FBgn0036833	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0036834	24.24665315	25.20894067	22.03882923	14.84657319	31.44397224	15.23471321	8.976091413	8.495786285	23.59726251	23.59726251
FBgn0036835	0	0	0	0	0	0.846372956	0.748007618	0	0	0
FBgn0036836	131.6246885	109.7330359	18.36569103	10.60469513	16.59542979	16.92745913	14.21214474	16.21922836	39.00771966	39.00771966
FBgn0036837	933.4961464	929.7650471	293.8510565	265.1173783	576.4728243	617.0058851	777.1799149	940.715245	730.5519842	730.5519842
FBgn0036838	543.8177922	481.9356305	233.2442761	205.7310856	306.5787293	301.3087724	486.9529592	576.9411232	470.9820966	470.9820966
FBgn0036839	209.5603594	207.6030408	45.91422757	25.45126832	20.08920448	12.69559434	11.22011427	7.723442078	36.59983573	36.59983573
FBgn0036842	1208.86885	1202.614758	510.5662106	532.3556956	887.418772	854.8366858	678.4429093	711.3290153	1104.737147	1104.737147
FBgn0036843	264.9812809	290.6442571	218.5517232	267.2383173	300.4646236	339.3955555	349.3195575	353.7336472	343.8458251	343.8458251
FBgn0036844	2952.895973	2878.267873	578.5192674	598.1048055	928.4706247	837.9092267	1772.030046	1720.010551	1607.021734	1607.021734
FBgn0036846	258.0536657	287.6784994	260.7928126	218.4567197	324.9210464	315.6971127	516.8732639	575.3964348	304.8381055	304.8381055
FBgn0036847	758.573863	642.0865477	734.6276411	606.5885616	594.8151415	607.6957826	359.7916641	356.823024	656.8707359	656.8707359
FBgn0036848	315.206491	354.4080483	1913.705005	2140.027478	1120.628233	1300.028861	534.8254467	558.4048622	653.4996984	653.4996984
FBgn0036849	39.83378732	23.72606181	517.912487	489.9369151	234.9563481	256.4510058	47.12447992	45.56830826	71.27336431	71.27336431
FBgn0036850	167.9946683	158.6680383	503.2199342	540.8394517	392.1762093	302.1551454	246.0945062	276.4992264	230.6752804	230.6752804
FBgn0036851	0	0	0	0	0	0	0	1.544688416	0	0
FBgn0036853	98.71851641	121.5960668	271.8122272	292.6895857	184.2966151	203.9758825	220.6622472	233.2479507	187.8149465	187.8149465
FBgn0036856	5.19571139	11.8630309	5.509707308	2.120939026	1.746887346	6.77098365	1.496015236	1.544688416	3.852614287	3.852614287
FBgn0036857	6.927615187	4.448636589	7.346276411	4.241878053	6.114105713	3.385491825	2.244022853	4.634065247	4.815767859	4.815767859
FBgn0036858	0	0	0	0	0	0	0	0	0	0
FBgn0036859	1.731903797	1.482878863	0	0	0	2.539118869	1.496015236	0.772344208	0.481576786	0.481576786
FBgn0036860	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0036861	3.463807593	8.897273178	3.673138206	6.362817079	0	0	0	0.772344208	0.481576786	0.481576786
FBgn0036862	1020.091336	1104.744753	604.2312348	600.2257445	1578.312718	1461.686095	1945.567814	1920.820045	965.0798789	965.0798789
FBgn0036868	1.731903797	1.482878863	0	0	0	0	0	0	0	0
FBgn0036870	0	0	0	0	0	0	0	0	0	0
FBgn0036871	0	0	0	0	0	0	0	0	0	0
FBgn0036872	0	1.482878863	9.182845514	4.241878053	1.746887346	1.692745913	0.748007618	0	0.963153572	0.963153572
FBgn0036873	0	0	0	0	0	0	0.748007618	0	0	0
FBgn0036874	5.19571139	8.897273178	0	0	0.873443673	1.692745913	0	0	1.444730358	1.444730358
FBgn0036875	1.731903797	5.931515452	0	6.362817079	3.493774693	1.692745913	1.496015236	2.317032623	4.334191073	4.334191073
FBgn0036876	1.731903797	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0036877	0	0	0	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0036878	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0036879	0	0	0	0	0	0	0	0	0	0
FBgn0036880	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0036881	0	1.482878863	5.509707308	0	0	0	0.748007618	0	0	0
FBgn0036882	142.0161113	109.7330359	23.87539834	23.33032929	41.05185264	38.93315599	40.39241136	64.87691345	48.63925537	48.63925537
FBgn0036886	348.1126631	361.8224426	172.6374957	163.312305	216.614031	253.0655139	511.6372106	576.168779	492.1714752	492.1714752
FBgn0036887	351.5764707	311.4045612	955.0159335	945.9388058	731.0723545	738.8835908	667.9708027	645.6797577	839.3883378	839.3883378
FBgn0036888	1264.289772	1230.789456	3614.367994	3410.469955	3009.013454	3013.934097	2357.720011	2211.993811	2188.766492	2188.766492
FBgn0036889	202.6327442	185.3598579	536.278178	475.0903419	339.7695889	343.6274202	340.3434661	319.750502	392.0035037	392.0035037
FBgn0036890	3.463807593	0	1.836569103	2.120939026	0	0.846372956	0	0	0.963153572	0.963153572
FBgn0036891	225.1474936	246.1578913	176.3106339	163.312305	133.636882	146.4225214	103.2250513	60.2428482	183.9623322	183.9623322
FBgn0036892	1882.579427	1991.506313	567.4998528	553.5650859	859.4685745	945.3985922	2065.99704	2162.563782	2160.835038	2160.835038
FBgn0036893	226.8793974	212.0516774	393.025788	426.3087443	258.5393273	202.2831366	133.8933636	142.1113342	220.0805911	220.0805911
FBgn0036895	10.39142278	7.414394315	0	0	4.367218366	2.539118869	2.244022853	2.317032623	4.334191073	4.334191073
FBgn0036896	644.2682124	628.7406379	255.2831053	218.4567197	384.3152162	313.1579938	718.0873131	715.9630806	363.1088965	363.1088965
FBgn0036897	919.640916	863.0354983	214.878585	209.9729636	402.6575334	300.4623995	435.3404335	441.0085426	487.8372841	487.8372841
FBgn0036899	1.731903797	0	1.836569103	0	1.746887346	0	0	0.772344208	0	0
FBgn0036900	367.1636049	416.6889605	262.6293817	288.4477076	654.2093113	633.9333443	501.1651039	508.2024887	349.6247465	349.6247465
FBgn0036905	0	0	0	0	0	0	0	0	0	0
FBgn0036906	136.8203999	133.4590977	78.97247142	80.59568301	114.4211212	121.8777057	156.3335921	182.273233	136.7678072	136.7678072
FBgn0036908	770.6971895	723.6448851	236.9174143	262.9964393	250.6783342	208.2077472	281.9988719	264.9140633	475.7978644	475.7978644
FBgn0036909	161.0670531	130.4933399	510.5662106	411.4621711	243.6907848	228.5206982	123.4212569	128.2091385	157.475609	157.475609
FBgn0036910	20.78284556	14.82878863	36.73138206	25.45126832	12.22821143	17.77383208	6.73206856	6.95109787	11.55784286	11.55784286
FBgn0036911	299.6193568	298.0586515	407.7183408	383.8899638	180.8028404	197.2048988	197.4740111	189.9966751	209.4859019	209.4859019
FBgn0036913	1543.126283	1432.460982	407.7183408	407.2202931	904.8876455	989.4099859	1937.33973	1974.111795	1297.849438	1297.849438
FBgn0036915	517.8392352	437.4492646	334.2555767	366.9224516	503.1035558	527.2903518	656.0026808	719.8248016	547.0712287	547.0712287
FBgn0036916	154.1394379	188.3256156	431.5937392	447.5181346	294.3505179	264.9147353	358.2956489	377.6763176	336.6221733	336.6221733
FBgn0036918	396.6059694	395.9286564	1584.959136	1877.031038	787.8461933	843.8338374	849.7366538	881.244741	772.9307413	772.9307413
FBgn0036919	599.2387137	542.7336639	1471.091851	1431.633843	1099.665585	1292.411504	1083.115031	1207.946341	1046.947932	1046.947932
FBgn0036920	244.1984353	266.9181953	545.4610235	555.6860249	471.6595836	555.2206593	552.7776295	573.8517464	451.7190251	451.7190251
FBgn0036921	4085.561056	4226.20476	2958.712825	3272.608918	7108.958057	4376.594557	8712.044724	8157.499522	9397.970976	9397.970976
FBgn0036922	211.2922632	177.9454636	227.7345688	231.1823539	172.0684036	152.3471321	98.73700555	92.68130493	180.1097179	180.1097179
FBgn0036923	38.10188353	38.55485044	9.182845514	10.60469513	13.97509877	6.77098365	17.20417521	14.67453995	16.37361072	16.37361072
FBgn0036924	3.463807593	0	0	0	0	0	0	0	0	0
FBgn0036925	1.731903797	4.448636589	0	0	0	0	0	0	0	0
FBgn0036926	193.9732252	179.4283424	42.24108936	74.23286593	76.86304325	47.39688555	88.2648989	88.04723968	120.3941965	120.3941965
FBgn0036927	114.3056506	112.6987936	319.5630239	364.8015126	236.7032355	265.7611083	294.7150014	314.3440926	248.9751983	248.9751983
FBgn0036928	893.6623591	874.8985292	3164.408564	3480.460942	2004.55323	1926.344848	1538.65167	1564.769365	1923.89926	1923.89926
FBgn0036929	1550.053898	1382.0431	732.791072	818.6824642	1271.733988	836.2164808	1982.220187	2076.06123	1883.928386	1883.928386
FBgn0036931	233.8070126	183.876979	7.346276411	6.362817079	5.240662039	6.77098365	8.976091413	10.81281891	37.5629893	37.5629893
FBgn0036932	313.4745872	278.7812262	382.0063734	360.5596345	168.5746289	149.8080133	154.0895693	142.1113342	217.6727072	217.6727072
FBgn0036934	0	0	0	0	0.873443673	0	0	0	0	0
FBgn0036935	0	0	0	2.120939026	0	0.846372956	0	0	0.963153572	0.963153572
FBgn0036936	0	0	0	0	0	0	0	0	0	0
FBgn0036937	0	0	0	0	0	0	0	0	0	0
FBgn0036938	0	0	0	0	0	0	0	0	0	0
FBgn0036939	0	0	0	0	0	0	0	0	0	0
FBgn0036940	1.731903797	4.448636589	0	0	0	2.539118869	0	0	0	0
FBgn0036941	1.731903797	2.965757726	0	0	0.873443673	2.539118869	0	0	0.481576786	0.481576786
FBgn0036942	1.731903797	0	1.836569103	2.120939026	3.493774693	5.078237738	2.992030471	3.089376831	2.407883929	2.407883929
FBgn0036945	0	2.965757726	1.836569103	2.120939026	3.493774693	1.692745913	0	0.772344208	0.963153572	0.963153572
FBgn0036947	0	0	0	0	0	0	0	0	0	0
FBgn0036948	0	0	0	0	0	0	0	0	0	0
FBgn0036949	1.731903797	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0036950	3.463807593	1.482878863	0	0	0	1.692745913	0	0	0.481576786	0.481576786
FBgn0036951	0	0	0	0	0	0	0	0	0	0
FBgn0036952	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0036953	0	0	0	0	0	0	0	0	0	0
FBgn0036956	5.19571139	4.448636589	18.36569103	14.84657319	10.48132408	13.5419673	17.20417521	19.30860519	12.03941965	12.03941965
FBgn0036958	1059.925124	1152.196877	854.0046328	878.068757	1611.503577	1630.114314	1456.370832	1567.858742	754.6308235	754.6308235
FBgn0036959	41.56569112	29.65757726	64.2799186	82.71662203	63.76138815	34.70129121	81.53283034	84.95786285	61.64182859	61.64182859
FBgn0036960	0	0	0	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0036962	17.31903797	4.448636589	0	0	0.873443673	0.846372956	0	0	0.481576786	0.481576786
FBgn0036964	148.9437265	133.4590977	106.521008	116.6516465	115.2945649	122.7240787	198.2220187	223.207476	211.8937858	211.8937858
FBgn0036967	436.4397568	498.247298	580.3558365	727.4820861	1120.628233	761.7356607	745.7635949	683.5246239	432.9375305	432.9375305
FBgn0036969	185.3137062	188.3256156	33.05824385	10.60469513	8.734436732	10.15647548	22.44022853	32.43845673	49.12083216	49.12083216
FBgn0036970	1117.077949	1100.296116	213.0420159	173.9170002	143.2447624	111.7212302	178.7738206	217.8010666	330.3616751	330.3616751
FBgn0036972	121.2332658	90.45561064	38.56795116	38.17690248	33.19085958	27.0839346	32.16432756	27.03204727	35.15510537	35.15510537
FBgn0036973	181.8498987	160.1509172	89.99188604	106.0469513	154.5995302	152.3471321	228.890331	261.8246864	163.2545304	163.2545304
FBgn0036974	2842.05413	2925.719997	6130.467665	6163.448811	4605.668489	4239.482138	3790.154599	3682.537183	3965.303255	3965.303255
FBgn0036975	503.9840048	416.6889605	273.6487963	205.7310856	170.3215163	132.0341812	101.729036	108.1281891	172.4044893	172.4044893
FBgn0036977	22.51474936	5.931515452	1.836569103	2.120939026	0	0.846372956	0	0	2.407883929	2.407883929
FBgn0036978	114.3056506	66.72954883	11.01941462	4.241878053	11.35476775	5.924610694	4.488045707	10.0404747	13.96572679	13.96572679
FBgn0036979	0	0	0	0	0	1.692745913	0	0	0	0
FBgn0036980	1605.47482	1509.570683	841.1486491	848.3756106	1340.736038	1363.506833	1725.653574	1821.187642	1454.361893	1454.361893
FBgn0036984	213.024167	172.0139481	102.8478698	95.44225619	128.39622	139.6515378	101.729036	81.86848602	177.2202572	177.2202572
FBgn0036985	103.9142278	114.1816725	62.4433495	67.87004885	86.47092365	94.7937711	106.2170817	66.42160187	26.48672322	26.48672322
FBgn0036986	0	7.414394315	0	2.120939026	0	0	0	0	0.481576786	0.481576786
FBgn0036987	200.9008404	204.6372831	249.773398	248.1498661	200.0186012	206.5150013	222.9062701	200.0371498	230.6752804	230.6752804
FBgn0036988	749.914344	667.2954883	295.6876256	320.261793	315.313166	318.2362316	300.6990623	254.8735886	449.792718	449.792718
FBgn0036990	169.7265721	200.1886465	348.9481295	377.5271467	214.8671436	250.5263951	320.1472604	344.4655167	319.7669858	319.7669858
FBgn0036991	372.3593163	427.0691125	132.2329754	176.0379392	212.2468126	145.5761485	184.7578816	190.7690193	214.3016697	214.3016697
FBgn0036992	3.463807593	2.965757726	0	4.241878053	0	0	0	0	0	0
FBgn0036993	32.90617214	45.96924475	137.7426827	95.44225619	61.14105713	51.62875033	24.68425139	27.80439148	36.59983573	36.59983573
FBgn0036994	367.1636049	327.7162287	429.7571701	432.6715614	449.8234917	513.7483845	435.3404335	489.6662277	387.6693126	387.6693126
FBgn0036995	15.58713417	14.82878863	1.836569103	0	0.873443673	1.692745913	5.236053324	3.861721039	7.705228574	7.705228574
FBgn0036996	10.39142278	2.965757726	5.509707308	2.120939026	0	1.692745913	0.748007618	1.544688416	0.481576786	0.481576786
FBgn0036997	270.1769923	283.2298628	1134.999706	1128.339562	701.3752696	758.3501688	442.8205097	417.8382164	478.6873252	478.6873252
FBgn0036998	237.2708201	241.7092547	723.6082265	759.2961715	521.4458729	528.9830977	240.8584529	222.4351318	346.253709	346.253709
FBgn0036999	2182.198784	2216.9039	2905.452321	2513.312746	1587.047154	1649.580892	659.7427189	656.4925766	1045.021625	1045.021625
FBgn0037000	204.364648	198.7057676	49.58736578	57.26535371	86.47092365	99.87200884	130.1533255	102.7217796	147.8440733	147.8440733
FBgn0037001	1084.171777	1149.231119	4578.566773	5221.751883	3222.133711	4061.743817	1867.027014	2071.427165	2382.841936	2382.841936
FBgn0037003	268.4450885	268.4010742	14.69255282	8.483756106	3.493774693	7.617356607	7.480076178	6.95109787	33.22879823	33.22879823
FBgn0037004	162.7989569	186.8427367	12.85598372	2.120939026	1.746887346	5.924610694	5.236053324	5.406409454	23.59726251	23.59726251
FBgn0037005	96.98661262	124.5618245	5.509707308	2.120939026	3.493774693	1.692745913	4.488045707	3.861721039	15.89203393	15.89203393
FBgn0037007	2448.911969	1945.537068	1338.858876	1756.137514	2325.980502	1898.414541	3254.581145	3215.268937	3394.634764	3394.634764
FBgn0037008	235.5389164	200.1886465	560.1535764	644.765464	363.3525681	285.2276863	184.009874	200.0371498	294.724993	294.724993
FBgn0037009	571.5282529	471.5554784	519.7490561	545.0813298	384.3152162	392.7170517	319.3992528	274.1821938	515.2871609	515.2871609
FBgn0037010	732.595306	782.9600397	903.5919986	1039.260123	934.5847304	831.1382431	509.3931877	448.7319847	735.367752	735.367752
FBgn0037011	533.4263694	514.5589655	1983.494631	2131.543722	862.9623492	1038.499617	928.2774537	881.244741	899.1038592	899.1038592
FBgn0037012	230.343205	188.3256156	62.4433495	59.38629274	104.8132408	51.62875033	107.713097	89.5919281	193.5938679	193.5938679
FBgn0037013	5.19571139	2.965757726	0	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0037014	1.731903797	1.482878863	0	0	0	1.692745913	0	0	0.481576786	0.481576786
FBgn0037015	0	0	0	0	0.873443673	0	0.748007618	0	0.963153572	0.963153572
FBgn0037016	1676.482875	1743.865543	315.8898857	373.2852687	639.3607688	567.9162537	938.0015527	829.4976791	785.4517378	785.4517378
FBgn0037017	62.34853668	72.66106429	123.0501299	103.9260123	112.6742338	105.7966195	142.1214474	132.8432037	116.0600054	116.0600054
FBgn0037018	121.2332658	117.1474302	784.2150069	742.3286593	404.4044207	462.1196341	232.6303691	230.9309181	231.1568572	231.1568572
FBgn0037019	277.1046075	278.7812262	538.1147471	551.4441469	439.3421676	390.1779328	457.7806621	458.7724594	425.7138787	425.7138787
FBgn0037020	445.0992758	421.1375971	1068.883218	1098.646416	703.9956006	703.3359267	528.0933781	504.3407677	557.1843413	557.1843413
FBgn0037021	994.1127793	931.247926	418.7377554	405.0993541	998.3461185	1026.650396	1298.541224	1363.959871	789.7859288	789.7859288
FBgn0037022	412.1931036	384.0656255	398.5354953	335.1083662	293.4770742	300.4623995	234.1263844	241.743737	311.5801805	311.5801805
FBgn0037023	1.731903797	1.482878863	3.673138206	2.120939026	6.114105713	2.539118869	1.496015236	0.772344208	1.926307143	1.926307143
FBgn0037024	370.6274125	341.0621385	1303.964063	1308.619379	589.5744794	735.498099	450.3005859	472.6746551	557.665918	557.665918
FBgn0037025	1338.761635	1301.967642	292.0144873	318.140854	777.3648692	696.564943	1736.873688	1806.513102	976.6377217	976.6377217
FBgn0037026	361.9678935	430.0348703	238.7539834	307.5361588	335.4023705	358.0157605	427.1123497	383.082727	260.5330412	260.5330412
FBgn0037027	1863.528485	1896.602066	685.0402754	665.9748543	1680.505627	1759.609376	2659.167081	2716.334579	2028.882999	2028.882999
FBgn0037028	465.8821213	418.1718394	325.0727312	343.5921223	386.0621036	365.6331171	296.9590243	278.816259	414.6376126	414.6376126
FBgn0037030	15.58713417	8.897273178	0	0	0.873443673	2.539118869	1.496015236	5.406409454	2.889460715	2.889460715
FBgn0037031	361.9678935	265.4353165	84.48217873	95.44225619	114.4211212	148.9616403	133.145356	129.7538269	155.5493018	155.5493018
FBgn0037035	1.731903797	0	3.673138206	2.120939026	0	0	0	1.544688416	0	0
FBgn0037036	0	0	0	0	0	0	0.748007618	0	0	0
FBgn0037037	27.71046075	26.69181953	0	0	0.873443673	0.846372956	1.496015236	0.772344208	1.444730358	1.444730358
FBgn0037038	0	1.482878863	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0037039	0	0	1.836569103	0	0	1.692745913	0	0	0	0
FBgn0037040	8.659518984	10.38015204	0	2.120939026	2.62033102	0	0	0	3.852614287	3.852614287
FBgn0037042	0	2.965757726	0	2.120939026	1.746887346	1.692745913	0	0	0.963153572	0.963153572
FBgn0037044	609.6301364	563.4939679	1674.951022	1717.960611	1502.323118	1606.415871	670.2148255	712.1013595	878.8776342	878.8776342
FBgn0037045	51.9571139	54.86651793	488.5273814	428.4296833	220.9812493	227.6743252	79.28880748	70.28332291	71.27336431	71.27336431
FBgn0037046	19.05094176	14.82878863	40.40452026	23.33032929	12.22821143	22.85206982	19.44819806	27.80439148	13.96572679	13.96572679
FBgn0037050	17.31903797	11.8630309	14.69255282	19.08845124	12.22821143	14.38834026	7.480076178	7.723442078	5.297344645	5.297344645
FBgn0037051	1219.260273	1291.58749	1719.02868	1807.040051	2401.096658	2655.918337	2517.045634	2646.051256	2029.364576	2029.364576
FBgn0037057	1350.884961	1319.762188	2440.800338	2564.215283	2505.036455	2580.591144	2408.584529	2293.862297	2503.236133	2503.236133
FBgn0037059	1.731903797	0	3.673138206	2.120939026	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0037060	878.0752249	806.6861015	359.9675442	341.4711833	534.547528	525.5976058	611.1222237	608.6072357	485.9109769	485.9109769
FBgn0037061	76.20376705	96.38712609	183.6569103	214.2148417	117.0414522	86.33004154	186.2538968	178.411512	156.0308786	156.0308786
FBgn0037063	412.1931036	413.7232028	2146.949281	2084.883063	994.8523438	1156.145458	756.9837092	761.5313888	708.399452	708.399452
FBgn0037064	17.31903797	11.8630309	0	2.120939026	0.873443673	1.692745913	0.748007618	0	2.407883929	2.407883929
FBgn0037065	3.463807593	0	5.509707308	0	0.873443673	2.539118869	0.748007618	0	1.444730358	1.444730358
FBgn0037067	1.731903797	2.965757726	0	0	0	0	0	0	0	0
FBgn0037068	5.19571139	13.34590977	0	0	1.746887346	0.846372956	0.748007618	0	3.371037501	3.371037501
FBgn0037069	0	0	0	0	0	0	0	0	0	0
FBgn0037070	308.2788758	348.4765328	470.1616903	405.0993541	517.9520982	542.525065	647.774597	709.0119827	639.5339716	639.5339716
FBgn0037071	57.15282529	83.04121633	97.33816245	84.83756106	97.8256914	111.7212302	159.3256226	171.4604141	77.53386253	77.53386253
FBgn0037073	763.7695743	763.6826144	576.6826983	600.2257445	930.217512	848.0657022	1376.334017	1445.056013	1019.016479	1019.016479
FBgn0037074	3441.292844	3370.583656	973.3816245	969.2691351	1877.903897	1889.104438	4273.36752	4288.055041	3064.754665	3064.754665
FBgn0037076	400.069777	321.7847133	740.1373484	653.2492202	662.0703043	553.5279134	441.3244945	471.1299667	445.9401037	445.9401037
FBgn0037078	0	4.448636589	5.509707308	0	2.62033102	0.846372956	0	0	0.963153572	0.963153572
FBgn0037081	980.2575489	944.5938357	1706.172697	1442.238538	1328.507827	1284.794148	1694.985262	1713.059453	1385.97799	1385.97799
FBgn0037082	1811.571371	1519.950835	394.8623571	360.5596345	576.4728243	603.4639178	887.1370347	927.5853935	892.843361	892.843361
FBgn0037083	12.12332658	22.24318294	9.182845514	4.241878053	4.367218366	6.77098365	13.46413712	9.268130493	6.260498216	6.260498216
FBgn0037084	510.91162	474.5212362	460.9788448	432.6715614	679.5391778	632.2405983	478.7248754	485.8045067	514.3240073	514.3240073
FBgn0037085	0	0	0	0	0	0	0	0	0	0
FBgn0037086	0	0	1.836569103	0	0	0.846372956	0	0	0	0
FBgn0037087	183.5818025	189.8084945	617.0872185	557.806964	285.6160812	326.6999611	303.6910928	312.7994041	269.6830001	269.6830001
FBgn0037090	0	2.965757726	1.836569103	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0037092	722.2038832	661.3639729	205.6957395	246.0289271	388.6824346	290.305924	424.8683269	376.9039734	655.9075824	655.9075824
FBgn0037093	1572.568647	1617.82084	422.4108936	523.8719395	1107.526578	1184.922139	2345.003882	2452.19286	1410.538406	1410.538406
FBgn0037094	2358.852971	2255.458751	775.0321614	716.8773909	1375.673785	1543.784272	2705.543553	2810.560572	2410.77339	2410.77339
FBgn0037098	2159.684034	2442.301487	1254.376697	1221.660879	2911.187763	2705.007968	4399.0328	4369.923527	1650.363645	1650.363645
FBgn0037099	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0037100	0	2.965757726	0	0	0	0.846372956	0	0	0	0
FBgn0037101	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0037102	128.160881	112.6987936	404.0452026	396.6155979	183.4231714	171.8137101	290.2269557	281.9056358	252.3462358	252.3462358
FBgn0037105	505.7159086	424.1033548	64.2799186	61.50723177	96.07880406	61.78522581	175.7817902	165.2816605	265.348809	265.348809
FBgn0037106	136.8203999	145.3221286	225.8979996	262.9964393	241.9438975	220.0569686	146.6094931	136.7049248	132.9151929	132.9151929
FBgn0037107	22.51474936	5.931515452	0	4.241878053	1.746887346	1.692745913	1.496015236	0.772344208	1.926307143	1.926307143
FBgn0037108	976.7937413	978.7000496	775.0321614	962.906318	638.4873251	734.6517261	528.8413858	441.0085426	901.0301664	901.0301664
FBgn0037109	1061.657027	1095.84748	589.538682	540.8394517	1086.56393	1177.304782	1736.873688	1857.48782	1149.042211	1149.042211
FBgn0037110	169.7265721	149.7707652	620.7603568	619.3141957	309.1990603	334.3173177	135.3893788	121.2580406	215.2648233	215.2648233
FBgn0037114	0	0	0	0	0	0	0	0	0	0
FBgn0037115	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0037116	1058.19322	1043.94672	473.8348285	447.5181346	981.7506887	1074.893654	1683.01714	1818.870609	1061.395236	1061.395236
FBgn0037117	462.4183137	379.6169889	191.0031867	146.3447928	319.6803844	315.6971127	397.192045	403.1636764	488.8004377	488.8004377
FBgn0037120	400.069777	490.8329037	216.7151541	224.8195368	427.1139562	359.7085064	473.488822	475.764032	349.6247465	349.6247465
FBgn0037121	140.2842075	136.4248554	258.9562435	286.3267686	134.5103257	147.2688944	312.6671842	292.7184547	209.9674786	209.9674786
FBgn0037122	0	0	0	0	0	0	0	0	0	0
FBgn0037123	0	0	0	0	0	0	0	0	0	0
FBgn0037124	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0037125	0	0	0	0	0	0	0	0	0	0
